CPU,Display,Graphics,ImgURL,Name,Price,Ram,Status,Storage,URL
i5 - 6300U,14 Inch 2K,Intel HD 520,https://laptop88.vn/media/product/pro_poster_4175.jpg,Laptop Cũ Thinkpad X1 Yoga Gen 1 - Intel Core i5,Liên Hệ,8GB LDDR3,,SSD 256GB,https://laptop88.vn/laptop-thinkpad-x1-yoga-gen-1-i5-6300u.html
i5-6200U,13.3 Inch HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_4460.jpg,Laptop Cũ HP Probook 430 G3 - Intel Core i5,Liên Hệ,4GB DDR3,,SSD 128GB,https://laptop88.vn/laptop-cu-hp-probook-430-g3-intel-core-i5/p4460.html
i7 - 8750H,"15.6"" Full HD",GTX 1060,https://laptop88.vn/media/product/pro_poster_4316.jpg,Laptop Gaming Cũ Dell Inspiron G7 7588 - Intel Core i7,15.490.000 đ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-gaming-cu-dell-inspiron-g7-7588-intel-core-i7/p4316.html
i5 - 7200U,15.6 Inch HD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_4342.jpg,Laptop Cũ Dell Latitude 3580 - Intel Core i5,Liên Hệ,8GB ,,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-3580-intel-core-i5.html
i5 - 2.9Ghz,13.3'' Retina,Intel Iris Pro 550,https://laptop88.vn/media/product/pro_poster_4613.jpg,Macbook Pro Retina 13 inch 2016 - Intel Core i5 2.9GHz,Liên Hệ,16GB Onmain,,SSD 500GB,https://laptop88.vn/macbook-pro-retina-13-inch-2016-mlh12-core-i5-2.9ghz-ram-16gb-ssd-512gb-intel-iris-graphics-550-13.3-inch-retina-touchbar/p4613.html
i5 - 7200U,"12.5"" Full HD",Intel HD 620,https://laptop88.vn/media/product/pro_poster_4847.jpg,Laptop Cũ Dell Latitude 5285 - Intel Core i5,Liên Hệ,8GB on main,,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5285-intel-core-i5.html
i7 - 6600U,12.5 Inch HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_4824.jpg,Laptop Cũ HP Elitebook 820 G3 - Intel Core i7,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-hp-elitebook-820-g3-intel-core-i7/p4824.html
i7-7820HQ,14 Inch Full HD,Nvidia GT 930M,https://laptop88.vn/media/product/pro_poster_4675.jpg,Laptop Cũ Dell Latitude E5480 - Intel Core i7,7.190.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-e5480-intel-core-i7/p4675.html
i7-6500U,13.3'' 3K,Intel HD 520,https://laptop88.vn/media/product/pro_poster_4063.jpg,Laptop cũ Dell XPS 13 9350 - Intel Core i7,10.990.000 đ,16GB LPDDR3,Used,SSD 256GB,https://laptop88.vn/laptop-dell-xps-13-9350-intel-core-i7.html
i5 - 8265U,"14"" Full HD",Intel UHD 620,https://laptop88.vn/media/product/pro_poster_6081.jpg,Laptop Cũ Dell Latitude 7400 - Intel Core i5,8.490.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-7400-intel-core-i5/p6081.html
i7 - 8650U,"14"" Full HD",Intel HD 620,https://laptop88.vn/media/product/pro_poster_4740.jpg,Laptop cũ HP Elitebook 840 G5 - Intel Core i7,8.990.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-840-g5-intel-core-i7.html
"
i7 - 8750H | 8850H
","15.6"" Full HD",Quadro P1000,https://laptop88.vn/media/product/pro_poster_7398.jpg,Laptop Cũ Lenovo Thinkpad P52 - Intel Core i7 | Quadro P1000 | 15.6 Inch Full HD,Liên Hệ,16GB DDR4,,SSD 512GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-p52-intel-core-i7-8850h-quadro-p1000-15.6-inch-full-hd.html
i5 - 8250U,14 Inch Full HD,Intel UHD 620,https://laptop88.vn/media/product/pro_poster_4671.jpg,Laptop Cũ Dell Latitude 7490 - Intel Core i5,7.690.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-7490-intel-core-i5.html
i5 - 8250U,"14"" Full HD",Intel HD 620,https://laptop88.vn/media/product/pro_poster_4815.jpg,Laptop Cũ Dell Latitude 5490 - Intel Core i5,6.990.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-5490-intel-core-i5.html
i5 - 6200U,14'' Full HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_4192.jpg,Laptop Cũ Lenovo Thinkpad T460s Intel Core i5,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t460s-intel-core-i5.html
i5 - 7200U,12.5'' Full HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_4576.jpg,Laptop Cũ Lenovo Thinkpad X270 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-x270-intel-core-i5.html
i5-10310U,Trắng bạc,"15.6"" Full HD",https://laptop88.vn/media/product/pro_poster_7448.jpg,Laptop Cũ HP Probook 650 G7 - Intel Core i5,Liên Hệ,8GB DDR4,Used,Intel UHD Graphics,https://laptop88.vn/laptop-cu-hp-probook-650-g7-intel-core-i5.html
i5 - 8250U,14 Inch HD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_5976.jpg,Laptop Cũ Dell Latitude 5400 - Intel Core i5,Liên Hệ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-5400-intel-core-i5.html
i7 - 6820HQ,"15.6"" Full HD | 4K",Quadro M1000,https://laptop88.vn/media/product/pro_poster_4249.jpg,Laptop Cũ Dell Precision 7510 - Intel Core i7 / Xeon,9.490.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-7510-intel-core-i7.html
i7 - 8560U,"13.3"" Full HD",Intel UHD Graphics,https://laptop88.vn/media/product/pro_poster_6847.jpg,Laptop Cũ Dell Dell XPS 13 9380 - Intel Core i7,Liên Hệ,16GB Onmain,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-dell-xps-13-9380-intel-core-i7.html
Xeon E3 1505M,"15.6"" Full HD",Quadro M1000,https://laptop88.vn/media/product/pro_poster_4912.jpg,Laptop Workstation Cũ HP Zbook Studio G3 - Intel Xeon E3 1505,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-workstation-cu-hp-zbook-studio-g3-intel-core-i7-xeon-e3-1505.html
i5 - 4200U,14 Inch HD,Intel HD 4400,https://laptop88.vn/media/product/pro_poster_2535.jpg,Laptop Cũ Dell Latitude E5440 - Intel Core i5,Liên Hệ,4GB DDR3,,SSD 120GB,https://laptop88.vn/laptop-dell-latitude-e5440-cu.html
i5 - 6200U,15.6 Inch Full HD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_4570.jpg,Laptop Cũ Dell Latitude E5580 - Intel Core i5,6.690.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-5580-intel-core-i5/p4570.html
i7 - 4800MQ,17.3'' Full HD,Quadro K3100M,https://laptop88.vn/media/product/pro_poster_2541.jpg,Laptop Cũ Dell Precision M6800 Intel Core i7 MQ,10.990.000 đ,16GB DDR3L,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-m6800-core-i7.html
i5 - 6200U,"14"" Full HD",Intel HD 520,https://laptop88.vn/media/product/pro_poster_2542.jpg,Laptop cũ HP Elitebook 840 G3 - Intel Core i5 ,5.990.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-hp-elitebook-840-g3-core-i5.html
AMD A10,"14"" HD","
AMD Radeon Vega
",https://laptop88.vn/media/product/pro_poster_7624.jpg,Laptop Cũ HP Probook 645 G3 - AMD A10,3.990.000 đ,8GB DDR4,Used,SSD 128GB,https://laptop88.vn/laptop-cu-hp-probook-645-g3-amd-a10.html
Intel Core i5-1230U,13.4 Inch Full HD+,Intel Iris xe Graphics,https://laptop88.vnhttps://laptop88.vn/media/product/6460_ac_m___i_100__full_box_laptop_dell_xps_13_9315_f4gh8_2022__3_.jpg,"[New Outlet] Dell XPS 13 9315 - i5-1230U | 13.4"" Full HD+",19.990.000 đ,8GB LPDDR5,New Outlet,SSD 512GB,https://laptop88.vn/laptop-cu-dell-xps-9300-intel-core-i5.html
i7 - 6820HQ,15.6'' Full HD,Quadro M1000M,https://laptop88.vn/media/product/pro_poster_4673.jpg,Laptop Workstation Cũ HP Zbook 15 G3 - Intel Core i7 / Xeon,10.390.000 đ,16GB DDR4,Used,SSD 512GB,https://laptop88.vn/laptop-workstation-cu-hp-zbook-15-g3-intel-core-i7.html
i7 - 7600U,"
14 Inch Full HD
",Intel HD 520,https://laptop88.vn/media/product/pro_poster_4572.jpg,Laptop cũ Dell Latitude 7480 - Intel Core i7,7.390.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-e7480-intel-core-i7.html
i5 - 8350U,"14"" Full HD",Intel UHD 620,https://laptop88.vn/media/product/pro_poster_4583.jpg,Laptop Cũ HP Elitebook 840 G5 - Intel Core i5,8.490.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-840-g5-intel-core-i5.html
i5 - 8265U,"13.3"" Full HD",Intel UHD Graphics,https://laptop88.vn/media/product/5888_2_1080_1050878595.jpg,Laptop Cũ Dell XPS 13 9380 - Intel Core i5,13.990.000 đ,8/16GB ,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-xps-13-9380-intel-core-i5.html
i5 - 8265U,14'' Full HD,Intel UHD Graphics,https://laptop88.vn/media/product/pro_poster_7779.jpg,Laptop Cũ HP Notebook 14s-cr1006tu - Intel Core i5,7.990.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-hp-notebook-14s-cr1006tu-intel-core-i5.html
R5 -4500U,"14"" Full HD",AMD Radeon Graphics,https://laptop88.vn/media/product/pro_poster_7679.jpg,Laptop Cũ HP Probook 445 G7 - AMD Ryzen 5 | 14 inch Full HD,10.490.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-hp-probook-445g7-amd-ryzen-5.html
i5 - 6200U,14 Inch Full HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_3969.jpg,Laptop Dell Latitude E7470 - Intel Core i5,6.090.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-dell-latitude-e7470-intel-core-i5.html
i5 - 6200U,12.5 Inch HD,Intel HD 520,https://laptop88.vn/media/product/3823_anh_noi_bat_e7270.jpg,Laptop cũ Dell Latitude E7270 - Intel Core i5,4.790.000 đ,8GB ,Used,SSD 120GB,https://laptop88.vn/laptop-dell-latitude-e7270-core-i5-6300u-ram-8gb-ssd-250gb-hd-graphics-520-fhd-keyboard-led-125-inch-bao-hanh-1-nam.html
i7 - 8560U,13.3 Full HD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_4932.jpg,Laptop Cũ Dell Latitude 7390 - Intel Core i7,9.290.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-7390-intel-core-i7/p4932.html
i5 - 6200U,14 Inch Full HD,Intel HD Graphics,https://laptop88.vn/media/product/pro_poster_6357.jpg,Laptop Cũ Dell Latitude E5480 - Intel Core i5,6.090.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-5480-intel-core-i5.html
i7 - 8850H,"15.6"" Full HD",Quadro P1000,https://laptop88.vn/media/product/pro_poster_5395.jpg,Laptop Cũ Dell Precision 5530 - Intel Core i7 / Xeon,16.990.000 đ,16GB DDR4,Used,SSD 512GB,https://laptop88.vn/laptop-cu-dell-precision-5530-intel-core-i7.html
i5 - 4200M,"15.6"" HD / Full HD",AMD M5100,https://laptop88.vn/media/product/pro_poster_5219.jpg,Laptop cũ Dell Precision M4800 - Intel Core i5-4200M | AMD M5100,5.990.000 đ,8GB DDR3,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-m4800-intel-core-i5.html
i7 - 1260P,13.3 Inch Full HD+,Intel Xe Graphics,https://laptop88.vnhttps://laptop88.vn/media/product/7431_dell_xps_plus_9320.jpg,[New Outlet] Dell XPS Plus 9320 - Intel Core i7-1260P | RAM 16GB | 13.3 Inch Full HD+ ,28.190.000 đ,16GB DDR5,New Outlet,SSD 512GB,https://laptop88.vn/laptop-dell-xps-plus-9320-intel-core-i7-1260p-ram-16gb-13.3-inch-3.5k-100-dci-p3.html
i5 - 4200U,14 Inch HD,Intel HD 4400,https://laptop88.vn/media/product/pro_poster_3783.jpg,Laptop cũ Lenovo Thinkpad T440 - Intel Core i5,Liên Hệ,4GB DDR3L,,SSD 120GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t440-intel-core-i5.html
i7-8565U,"14"" Full HD",Card rời MX130,https://laptop88.vn/media/product/pro_poster_6792.jpg,Laptop Cũ Dell Latitude 3400 - Intel Core i7,8.990.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-3400-intel-core-i7.html
i5 - 6300U,"13.3"" Full HD",Intel HD Graphics,https://laptop88.vn/media/product/pro_poster_5095.jpg,Laptop Cũ HP Spectre Pro X360 G2 - Intel Core i5,8.690.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-hp-spectre-pro-x360-g2-intel-core-i5.html
i5 - 10310U,14 Inch Full HD,UHD Graphics 620,https://laptop88.vn/media/product/7575_dell_latitude_5410_jakarta_1.jpg,Laptop Cũ Dell Latitude 5410 - Intel Core i5 | 14 inch Full HD,10.690.000 đ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5410-intel-core-i5-14-inch-full-hd.html
i7 - 4800MQ,"15.6"" Full HD | 4K",Quadro K1100M,https://laptop88.vn/media/product/pro_poster_2434.jpg,Laptop Cũ Dell Precision M4800 - Intel Core i7 MQ,7.990.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-m4800-core-i7-4800mq-ram-8gb-ssd-256gb-vga-2gb-nvidia-quadro-k1100m-156-inch-fullhd-bh-1-nam.html
i5 - 7200U,"14"" HD | Full HD",Intel HD Graphics,https://laptop88.vn/media/product/pro_poster_4261.jpg,Laptop cũ Dell Latitude 7480 - Intel Core i5,6.890.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-e7480-intel-core-i5.html
i7 - 6820HQ,15.6'' Full HD,Quadro M1200,https://laptop88.vn/media/product/pro_poster_4674.jpg,Laptop Cũ Dell Precision 7520 - Intel Core i7,9.690.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-workstation-cu-dell-precision-7520-intel-core-i7.html
i7 - 8750H,"15.6"" Full HD",Nvidia P600,https://laptop88.vn/media/product/pro_poster_6069.jpg,Laptop Cũ Dell Precision 3530 - Intel Core i7,12.990.000 đ,16GB DDR4,Used,SSD 512GB,https://laptop88.vn/laptop-cu-dell-precision-3530-intel-core-i7.html
i5 - 8250U,13.3'' Full HD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_5091.jpg,Laptop Cũ Dell Latitude 7390 - Intel Core i5,7.690.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-7390-intel-core-i5.html
